Meldungen	Saison	Erkrankung	Altersgruppe	Region	Kalenderwoche	Inzidenz
273	2011/12	ARE	15-34	Bundesweit	2011-W41	9711
718	2011/12	ARE	35-59	Bundesweit	2011-W41	8978
123	2011/12	ARE	60+	Bundesweit	2011-W41	5457
281	2011/12	ARE	00+	Sueden	2011-W41	6834
471	2011/12	ARE	00+	Mitte (West)	2011-W41	10870
189	2011/12	ARE	00+	Norden (West)	2011-W41	6780
460	2011/12	ARE	00+	Osten	2011-W41	5750
1114	2011/12	ARE	15+	Bundesweit	2011-W41	8163
1401	2011/12	ARE	00+	Bundesweit	2011-W41	7843
287	2011/12	ARE	0-14	Bundesweit	2011-W41	5723
83	2011/12	ILI	0-4	Bundesweit	2011-W41	2860
204	2011/12	ILI	5-14	Bundesweit	2011-W41	843
273	2011/12	ILI	15-34	Bundesweit	2011-W41	726
718	2011/12	ILI	35-59	Bundesweit	2011-W41	2091
123	2011/12	ILI	60+	Bundesweit	2011-W41	0
281	2011/12	ILI	00+	Sueden	2011-W41	1122
471	2011/12	ILI	00+	Mitte (West)	2011-W41	1223
189	2011/12	ILI	00+	Norden (West)	2011-W41	439
460	2011/12	ILI	00+	Osten	2011-W41	1425
1114	2011/12	ILI	15+	Bundesweit	2011-W41	1124
1401	2011/12	ILI	00+	Bundesweit	2011-W41	1172
287	2011/12	ILI	0-14	Bundesweit	2011-W41	1485
89	2011/12	ARE	0-4	Bundesweit	2011-W42	25987
222	2011/12	ARE	5-14	Bundesweit	2011-W42	10360
288	2011/12	ARE	15-34	Bundesweit	2011-W42	11743
750	2011/12	ARE	35-59	Bundesweit	2011-W42	7359
131	2011/12	ARE	60+	Bundesweit	2011-W42	8267
302	2011/12	ARE	00+	Sueden	2011-W42	9142
508	2011/12	ARE	00+	Mitte (West)	2011-W42	11531
196	2011/12	ARE	00+	Norden (West)	2011-W42	6043
474	2011/12	ARE	00+	Osten	2011-W42	9372
1169	2011/12	ARE	15+	Bundesweit	2011-W42	8796
1480	2011/12	ARE	00+	Bundesweit	2011-W42	9656
311	2011/12	ARE	0-14	Bundesweit	2011-W42	15349
89	2011/12	ILI	0-4	Bundesweit	2011-W42	12593
222	2011/12	ILI	5-14	Bundesweit	2011-W42	1747
288	2011/12	ILI	15-34	Bundesweit	2011-W42	2094
750	2011/12	ILI	35-59	Bundesweit	2011-W42	296
131	2011/12	ILI	60+	Bundesweit	2011-W42	555
302	2011/12	ILI	00+	Sueden	2011-W42	1931
508	2011/12	ILI	00+	Mitte (West)	2011-W42	1496
196	2011/12	ILI	00+	Norden (West)	2011-W42	432
474	2011/12	ILI	00+	Osten	2011-W42	1385
1169	2011/12	ILI	15+	Bundesweit	2011-W42	852
1480	2011/12	ILI	00+	Bundesweit	2011-W42	1424
311	2011/12	ILI	0-14	Bundesweit	2011-W42	5210
102	2011/12	ARE	0-4	Bundesweit	2011-W43	9590
247	2011/12	ARE	5-14	Bundesweit	2011-W43	6453
306	2011/12	ARE	15-34	Bundesweit	2011-W43	5100
810	2011/12	ARE	35-59	Bundesweit	2011-W43	7192
148	2011/12	ARE	60+	Bundesweit	2011-W43	6166
334	2011/12	ARE	00+	Sueden	2011-W43	9880
554	2011/12	ARE	00+	Mitte (West)	2011-W43	5607
222	2011/12	ARE	00+	Norden (West)	2011-W43	7140
503	2011/12	ARE	00+	Osten	2011-W43	4881
1264	2011/12	ARE	15+	Bundesweit	2011-W43	6330
1613	2011/12	ARE	00+	Bundesweit	2011-W43	6473
349	2011/12	ARE	0-14	Bundesweit	2011-W43	7421
102	2011/12	ILI	0-4	Bundesweit	2011-W43	3635
247	2011/12	ILI	5-14	Bundesweit	2011-W43	2271
306	2011/12	ILI	15-34	Bundesweit	2011-W43	2015
810	2011/12	ILI	35-59	Bundesweit	2011-W43	1169
148	2011/12	ILI	60+	Bundesweit	2011-W43	0
334	2011/12	ILI	00+	Sueden	2011-W43	1165
554	2011/12	ILI	00+	Mitte (West)	2011-W43	1601
222	2011/12	ILI	00+	Norden (West)	2011-W43	1737
503	2011/12	ILI	00+	Osten	2011-W43	793
1264	2011/12	ILI	15+	Bundesweit	2011-W43	1056
1613	2011/12	ILI	00+	Bundesweit	2011-W43	1270
349	2011/12	ILI	0-14	Bundesweit	2011-W43	2692
113	2011/12	ARE	0-4	Bundesweit	2011-W44	13452
268	2011/12	ARE	5-14	Bundesweit	2011-W44	11822
316	2011/12	ARE	15-34	Bundesweit	2011-W44	11317
844	2011/12	ARE	35-59	Bundesweit	2011-W44	6231
161	2011/12	ARE	60+	Bundesweit	2011-W44	2837
357	2011/12	ARE	00+	Sueden	2011-W44	7634
599	2011/12	ARE	00+	Mitte (West)	2011-W44	8298
224	2011/12	ARE	00+	Norden (West)	2011-W44	7356
522	2011/12	ARE	00+	Osten	2011-W44	5942
1321	2011/12	ARE	15+	Bundesweit	2011-W44	6552
1702	2011/12	ARE	00+	Bundesweit	2011-W44	7306
381	2011/12	ARE	0-14	Bundesweit	2011-W44	12339
113	2011/12	ILI	0-4	Bundesweit	2011-W44	2949
268	2011/12	ILI	5-14	Bundesweit	2011-W44	3145
316	2011/12	ILI	15-34	Bundesweit	2011-W44	1546
844	2011/12	ILI	35-59	Bundesweit	2011-W44	1160
161	2011/12	ILI	60+	Bundesweit	2011-W44	0
357	2011/12	ILI	00+	Sueden	2011-W44	357
599	2011/12	ILI	00+	Mitte (West)	2011-W44	1901
224	2011/12	ILI	00+	Norden (West)	2011-W44	915
522	2011/12	ILI	00+	Osten	2011-W44	1090
1321	2011/12	ILI	15+	Bundesweit	2011-W44	912
1702	2011/12	ILI	00+	Bundesweit	2011-W44	1194
381	2011/12	ILI	0-14	Bundesweit	2011-W44	3083
117	2011/12	ARE	0-4	Bundesweit	2011-W45	9719
270	2011/12	ARE	5-14	Bundesweit	2011-W45	8241
323	2011/12	ARE	15-34	Bundesweit	2011-W45	9213
870	2011/12	ARE	35-59	Bundesweit	2011-W45	8288
166	2011/12	ARE	60+	Bundesweit	2011-W45	10745
366	2011/12	ARE	00+	Sueden	2011-W45	13036
612	2011/12	ARE	00+	Mitte (West)	2011-W45	8035
236	2011/12	ARE	00+	Norden (West)	2011-W45	9996
532	2011/12	ARE	00+	Osten	2011-W45	7443
1359	2011/12	ARE	15+	Bundesweit	2011-W45	9254
1746	2011/12	ARE	00+	Bundesweit	2011-W45	9183
387	2011/12	ARE	0-14	Bundesweit	2011-W45	8717
117	2011/12	ILI	0-4	Bundesweit	2011-W45	0
270	2011/12	ILI	5-14	Bundesweit	2011-W45	1947
323	2011/12	ILI	15-34	Bundesweit	2011-W45	902
870	2011/12	ILI	35-59	Bundesweit	2011-W45	1358
166	2011/12	ILI	60+	Bundesweit	2011-W45	564
366	2011/12	ILI	00+	Sueden	2011-W45	494
612	2011/12	ILI	00+	Mitte (West)	2011-W45	1264
236	2011/12	ILI	00+	Norden (West)	2011-W45	661
532	2011/12	ILI	00+	Osten	2011-W45	1344
1359	2011/12	ILI	15+	Bundesweit	2011-W45	1004
1746	2011/12	ILI	00+	Bundesweit	2011-W45	1045
387	2011/12	ILI	0-14	Bundesweit	2011-W45	1320
128	2011/12	ARE	0-4	Bundesweit	2011-W46	22932
281	2011/12	ARE	5-14	Bundesweit	2011-W46	9705
325	2011/12	ARE	15-34	Bundesweit	2011-W46	7506
889	2011/12	ARE	35-59	Bundesweit	2011-W46	7918
179	2011/12	ARE	60+	Bundesweit	2011-W46	4037
379	2011/12	ARE	00+	Sueden	2011-W46	7368
638	2011/12	ARE	00+	Mitte (West)	2011-W46	7686
238	2011/12	ARE	00+	Norden (West)	2011-W46	7535
547	2011/12	ARE	00+	Osten	2011-W46	7746
1393	2011/12	ARE	15+	Bundesweit	2011-W46	6655
1802	2011/12	ARE	00+	Bundesweit	2011-W46	7615
409	2011/12	ARE	0-14	Bundesweit	2011-W46	14003
128	2011/12	ILI	0-4	Bundesweit	2011-W46	6145
281	2011/12	ILI	5-14	Bundesweit	2011-W46	1991
325	2011/12	ILI	15-34	Bundesweit	2011-W46	747
889	2011/12	ILI	35-59	Bundesweit	2011-W46	1159
179	2011/12	ILI	60+	Bundesweit	2011-W46	646
379	2011/12	ILI	00+	Sueden	2011-W46	1454
638	2011/12	ILI	00+	Mitte (West)	2011-W46	933
238	2011/12	ILI	00+	Norden (West)	2011-W46	1781
547	2011/12	ILI	00+	Osten	2011-W46	1138
1393	2011/12	ILI	15+	Bundesweit	2011-W46	896
1802	2011/12	ILI	00+	Bundesweit	2011-W46	1215
409	2011/12	ILI	0-14	Bundesweit	2011-W46	3340
142	2011/12	ARE	0-4	Bundesweit	2011-W47	15523
295	2011/12	ARE	5-14	Bundesweit	2011-W47	14329
340	2011/12	ARE	15-34	Bundesweit	2011-W47	8242
927	2011/12	ARE	35-59	Bundesweit	2011-W47	7193
190	2011/12	ARE	60+	Bundesweit	2011-W47	3930
410	2011/12	ARE	00+	Sueden	2011-W47	5891
673	2011/12	ARE	00+	Mitte (West)	2011-W47	6806
259	2011/12	ARE	00+	Norden (West)	2011-W47	11735
552	2011/12	ARE	00+	Osten	2011-W47	7854
1457	2011/12	ARE	15+	Bundesweit	2011-W47	6490
1894	2011/12	ARE	00+	Bundesweit	2011-W47	7557
437	2011/12	ARE	0-14	Bundesweit	2011-W47	14708
142	2011/12	ILI	0-4	Bundesweit	2011-W47	3835
295	2011/12	ILI	5-14	Bundesweit	2011-W47	3974
340	2011/12	ILI	15-34	Bundesweit	2011-W47	894
927	2011/12	ILI	35-59	Bundesweit	2011-W47	1925
190	2011/12	ILI	60+	Bundesweit	2011-W47	435
410	2011/12	ILI	00+	Sueden	2011-W47	1495
673	2011/12	ILI	00+	Mitte (West)	2011-W47	1649
259	2011/12	ILI	00+	Norden (West)	2011-W47	1290
552	2011/12	ILI	00+	Osten	2011-W47	1617
1457	2011/12	ILI	15+	Bundesweit	2011-W47	1204
1894	2011/12	ILI	00+	Bundesweit	2011-W47	1558
437	2011/12	ILI	0-14	Bundesweit	2011-W47	3930
142	2011/12	ARE	0-4	Bundesweit	2011-W48	15931
293	2011/12	ARE	5-14	Bundesweit	2011-W48	11904
339	2011/12	ARE	15-34	Bundesweit	2011-W48	8247
931	2011/12	ARE	35-59	Bundesweit	2011-W48	7743
196	2011/12	ARE	60+	Bundesweit	2011-W48	3412
402	2011/12	ARE	00+	Sueden	2011-W48	5903
689	2011/12	ARE	00+	Mitte (West)	2011-W48	7362
262	2011/12	ARE	00+	Norden (West)	2011-W48	5604
548	2011/12	ARE	00+	Osten	2011-W48	9613
1466	2011/12	ARE	15+	Bundesweit	2011-W48	6590
1901	2011/12	ARE	00+	Bundesweit	2011-W48	7454
435	2011/12	ARE	0-14	Bundesweit	2011-W48	13184
142	2011/12	ILI	0-4	Bundesweit	2011-W48	2800
293	2011/12	ILI	5-14	Bundesweit	2011-W48	2398
339	2011/12	ILI	15-34	Bundesweit	2011-W48	833
931	2011/12	ILI	35-59	Bundesweit	2011-W48	771
196	2011/12	ILI	60+	Bundesweit	2011-W48	375
402	2011/12	ILI	00+	Sueden	2011-W48	753
689	2011/12	ILI	00+	Mitte (West)	2011-W48	1116
262	2011/12	ILI	00+	Norden (West)	2011-W48	555
548	2011/12	ILI	00+	Osten	2011-W48	941
1466	2011/12	ILI	15+	Bundesweit	2011-W48	670
1901	2011/12	ILI	00+	Bundesweit	2011-W48	913
435	2011/12	ILI	0-14	Bundesweit	2011-W48	2526
148	2011/12	ARE	0-4	Bundesweit	2011-W49	18794
324	2011/12	ARE	5-14	Bundesweit	2011-W49	10578
348	2011/12	ARE	15-34	Bundesweit	2011-W49	9958
970	2011/12	ARE	35-59	Bundesweit	2011-W49	8331
203	2011/12	ARE	60+	Bundesweit	2011-W49	7540
414	2011/12	ARE	00+	Sueden	2011-W49	7681
725	2011/12	ARE	00+	Mitte (West)	2011-W49	9138
277	2011/12	ARE	00+	Norden (West)	2011-W49	10092
577	2011/12	ARE	00+	Osten	2011-W49	9740
1521	2011/12	ARE	15+	Bundesweit	2011-W49	8532
1993	2011/12	ARE	00+	Bundesweit	2011-W49	9134
472	2011/12	ARE	0-14	Bundesweit	2011-W49	13155
148	2011/12	ILI	0-4	Bundesweit	2011-W49	5813
324	2011/12	ILI	5-14	Bundesweit	2011-W49	3617
348	2011/12	ILI	15-34	Bundesweit	2011-W49	2101
970	2011/12	ILI	35-59	Bundesweit	2011-W49	1087
203	2011/12	ILI	60+	Bundesweit	2011-W49	3607
414	2011/12	ILI	00+	Sueden	2011-W49	2263
725	2011/12	ILI	00+	Mitte (West)	2011-W49	1045
277	2011/12	ILI	00+	Norden (West)	2011-W49	4171
577	2011/12	ILI	00+	Osten	2011-W49	3381
1521	2011/12	ILI	15+	Bundesweit	2011-W49	2115
1993	2011/12	ILI	00+	Bundesweit	2011-W49	2400
472	2011/12	ILI	0-14	Bundesweit	2011-W49	4306
159	2011/12	ARE	0-4	Bundesweit	2011-W50	18999
333	2011/12	ARE	5-14	Bundesweit	2011-W50	10799
364	2011/12	ARE	15-34	Bundesweit	2011-W50	7695
971	2011/12	ARE	35-59	Bundesweit	2011-W50	7475
203	2011/12	ARE	60+	Bundesweit	2011-W50	3353
427	2011/12	ARE	00+	Sueden	2011-W50	7506
718	2011/12	ARE	00+	Mitte (West)	2011-W50	8275
292	2011/12	ARE	00+	Norden (West)	2011-W50	6490
593	2011/12	ARE	00+	Osten	2011-W50	6199
1538	2011/12	ARE	15+	Bundesweit	2011-W50	6333
2030	2011/12	ARE	00+	Bundesweit	2011-W50	7265
492	2011/12	ARE	0-14	Bundesweit	2011-W50	13356
159	2011/12	ILI	0-4	Bundesweit	2011-W50	8198
333	2011/12	ILI	5-14	Bundesweit	2011-W50	3858
364	2011/12	ILI	15-34	Bundesweit	2011-W50	1707
971	2011/12	ILI	35-59	Bundesweit	2011-W50	926
203	2011/12	ILI	60+	Bundesweit	2011-W50	0
427	2011/12	ILI	00+	Sueden	2011-W50	2326
718	2011/12	ILI	00+	Mitte (West)	2011-W50	1140
292	2011/12	ILI	00+	Norden (West)	2011-W50	1676
593	2011/12	ILI	00+	Osten	2011-W50	1038
1538	2011/12	ILI	15+	Bundesweit	2011-W50	866
2030	2011/12	ILI	00+	Bundesweit	2011-W50	1443
492	2011/12	ILI	0-14	Bundesweit	2011-W50	5211
165	2011/12	ARE	0-4	Bundesweit	2011-W51	12535
330	2011/12	ARE	5-14	Bundesweit	2011-W51	6451
366	2011/12	ARE	15-34	Bundesweit	2011-W51	10142
984	2011/12	ARE	35-59	Bundesweit	2011-W51	6116
204	2011/12	ARE	60+	Bundesweit	2011-W51	6121
431	2011/12	ARE	00+	Sueden	2011-W51	4224
734	2011/12	ARE	00+	Mitte (West)	2011-W51	8043
296	2011/12	ARE	00+	Norden (West)	2011-W51	7980
588	2011/12	ARE	00+	Osten	2011-W51	8615
1554	2011/12	ARE	15+	Bundesweit	2011-W51	7217
2049	2011/12	ARE	00+	Bundesweit	2011-W51	7371
495	2011/12	ARE	0-14	Bundesweit	2011-W51	8393
165	2011/12	ILI	0-4	Bundesweit	2011-W51	7296
330	2011/12	ILI	5-14	Bundesweit	2011-W51	1635
366	2011/12	ILI	15-34	Bundesweit	2011-W51	2622
984	2011/12	ILI	35-59	Bundesweit	2011-W51	1719
204	2011/12	ILI	60+	Bundesweit	2011-W51	863
431	2011/12	ILI	00+	Sueden	2011-W51	822
734	2011/12	ILI	00+	Mitte (West)	2011-W51	1593
296	2011/12	ILI	00+	Norden (West)	2011-W51	3337
588	2011/12	ILI	00+	Osten	2011-W51	2531
1554	2011/12	ILI	15+	Bundesweit	2011-W51	1712
2049	2011/12	ILI	00+	Bundesweit	2011-W51	1938
495	2011/12	ILI	0-14	Bundesweit	2011-W51	3442
168	2011/12	ARE	0-4	Bundesweit	2011-W52	12303
345	2011/12	ARE	5-14	Bundesweit	2011-W52	6492
371	2011/12	ARE	15-34	Bundesweit	2011-W52	6758
1014	2011/12	ARE	35-59	Bundesweit	2011-W52	8175
212	2011/12	ARE	60+	Bundesweit	2011-W52	3673
440	2011/12	ARE	00+	Sueden	2011-W52	7026
742	2011/12	ARE	00+	Mitte (West)	2011-W52	7702
317	2011/12	ARE	00+	Norden (West)	2011-W52	6779
611	2011/12	ARE	00+	Osten	2011-W52	5253
1597	2011/12	ARE	15+	Bundesweit	2011-W52	6479
2110	2011/12	ARE	00+	Bundesweit	2011-W52	6723
513	2011/12	ARE	0-14	Bundesweit	2011-W52	8323
168	2011/12	ILI	0-4	Bundesweit	2011-W52	6377
345	2011/12	ILI	5-14	Bundesweit	2011-W52	2686
371	2011/12	ILI	15-34	Bundesweit	2011-W52	723
1014	2011/12	ILI	35-59	Bundesweit	2011-W52	1533
212	2011/12	ILI	60+	Bundesweit	2011-W52	551
440	2011/12	ILI	00+	Sueden	2011-W52	1682
742	2011/12	ILI	00+	Mitte (West)	2011-W52	1849
317	2011/12	ILI	00+	Norden (West)	2011-W52	1707
611	2011/12	ILI	00+	Osten	2011-W52	470
1597	2011/12	ILI	15+	Bundesweit	2011-W52	1027
2110	2011/12	ILI	00+	Bundesweit	2011-W52	1400
513	2011/12	ILI	0-14	Bundesweit	2011-W52	3849
137	2011/12	ARE	0-4	Bundesweit	2012-W01	6804
384	2011/12	ARE	5-14	Bundesweit	2012-W01	2513
386	2011/12	ARE	15-34	Bundesweit	2012-W01	8980
1072	2011/12	ARE	35-59	Bundesweit	2012-W01	5737
253	2011/12	ARE	60+	Bundesweit	2012-W01	1422
475	2011/12	ARE	00+	Sueden	2012-W01	5805
782	2011/12	ARE	00+	Mitte (West)	2012-W01	5050
342	2011/12	ARE	00+	Norden (West)	2012-W01	4085
633	2011/12	ARE	00+	Osten	2012-W01	5246
1711	2011/12	ARE	15+	Bundesweit	2012-W01	5314
2232	2011/12	ARE	00+	Bundesweit	2012-W01	5121
521	2011/12	ARE	0-14	Bundesweit	2012-W01	3839
137	2011/12	ILI	0-4	Bundesweit	2012-W01	1974
384	2011/12	ILI	5-14	Bundesweit	2012-W01	1027
386	2011/12	ILI	15-34	Bundesweit	2012-W01	836
1072	2011/12	ILI	35-59	Bundesweit	2012-W01	1013
253	2011/12	ILI	60+	Bundesweit	2012-W01	584
475	2011/12	ILI	00+	Sueden	2012-W01	562
782	2011/12	ILI	00+	Mitte (West)	2012-W01	1387
342	2011/12	ILI	00+	Norden (West)	2012-W01	332
633	2011/12	ILI	00+	Osten	2012-W01	857
1711	2011/12	ILI	15+	Bundesweit	2012-W01	836
2232	2011/12	ILI	00+	Bundesweit	2012-W01	899
521	2011/12	ILI	0-14	Bundesweit	2012-W01	1320
143	2011/12	ARE	0-4	Bundesweit	2012-W02	10263
391	2011/12	ARE	5-14	Bundesweit	2012-W02	8392
386	2011/12	ARE	15-34	Bundesweit	2012-W02	6599
1102	2011/12	ARE	35-59	Bundesweit	2012-W02	4968
266	2011/12	ARE	60+	Bundesweit	2012-W02	4107
490	2011/12	ARE	00+	Sueden	2012-W02	8087
807	2011/12	ARE	00+	Mitte (West)	2012-W02	3866
352	2011/12	ARE	00+	Norden (West)	2012-W02	5090
639	2011/12	ARE	00+	Osten	2012-W02	6336
1754	2011/12	ARE	15+	Bundesweit	2012-W02	5151
2288	2011/12	ARE	00+	Bundesweit	2012-W02	5651
534	2011/12	ARE	0-14	Bundesweit	2012-W02	8975
143	2011/12	ILI	0-4	Bundesweit	2012-W02	2984
391	2011/12	ILI	5-14	Bundesweit	2012-W02	3356
386	2011/12	ILI	15-34	Bundesweit	2012-W02	1250
1102	2011/12	ILI	35-59	Bundesweit	2012-W02	1076
266	2011/12	ILI	60+	Bundesweit	2012-W02	566
490	2011/12	ILI	00+	Sueden	2012-W02	1365
807	2011/12	ILI	00+	Mitte (West)	2012-W02	1163
352	2011/12	ILI	00+	Norden (West)	2012-W02	1346
639	2011/12	ILI	00+	Osten	2012-W02	1278
1754	2011/12	ILI	15+	Bundesweit	2012-W02	970
2288	2011/12	ILI	00+	Bundesweit	2012-W02	1267
534	2011/12	ILI	0-14	Bundesweit	2012-W02	3240
145	2011/12	ARE	0-4	Bundesweit	2012-W03	16649
409	2011/12	ARE	5-14	Bundesweit	2012-W03	8149
398	2011/12	ARE	15-34	Bundesweit	2012-W03	7388
1117	2011/12	ARE	35-59	Bundesweit	2012-W03	5739
275	2011/12	ARE	60+	Bundesweit	2012-W03	3857
513	2011/12	ARE	00+	Sueden	2012-W03	6137
812	2011/12	ARE	00+	Mitte (West)	2012-W03	6044
363	2011/12	ARE	00+	Norden (West)	2012-W03	6334
656	2011/12	ARE	00+	Osten	2012-W03	6711
1790	2011/12	ARE	15+	Bundesweit	2012-W03	5619
2344	2011/12	ARE	00+	Bundesweit	2012-W03	6292
554	2011/12	ARE	0-14	Bundesweit	2012-W03	10815
145	2011/12	ILI	0-4	Bundesweit	2012-W03	8899
409	2011/12	ILI	5-14	Bundesweit	2012-W03	2021
398	2011/12	ILI	15-34	Bundesweit	2012-W03	1237
1117	2011/12	ILI	35-59	Bundesweit	2012-W03	883
275	2011/12	ILI	60+	Bundesweit	2012-W03	614
513	2011/12	ILI	00+	Sueden	2012-W03	1659
812	2011/12	ILI	00+	Mitte (West)	2012-W03	1382
363	2011/12	ILI	00+	Norden (West)	2012-W03	840
656	2011/12	ILI	00+	Osten	2012-W03	1250
1790	2011/12	ILI	15+	Bundesweit	2012-W03	898
2344	2011/12	ILI	00+	Bundesweit	2012-W03	1323
554	2011/12	ILI	0-14	Bundesweit	2012-W03	4178
150	2011/12	ARE	0-4	Bundesweit	2012-W04	15487
415	2011/12	ARE	5-14	Bundesweit	2012-W04	11643
408	2011/12	ARE	15-34	Bundesweit	2012-W04	8104
1137	2011/12	ARE	35-59	Bundesweit	2012-W04	6757
283	2011/12	ARE	60+	Bundesweit	2012-W04	4830
521	2011/12	ARE	00+	Sueden	2012-W04	8439
851	2011/12	ARE	00+	Mitte (West)	2012-W04	7283
365	2011/12	ARE	00+	Norden (West)	2012-W04	6544
656	2011/12	ARE	00+	Osten	2012-W04	7021
1828	2011/12	ARE	15+	Bundesweit	2012-W04	6537
2393	2011/12	ARE	00+	Bundesweit	2012-W04	7356
565	2011/12	ARE	0-14	Bundesweit	2012-W04	12832
150	2011/12	ILI	0-4	Bundesweit	2012-W04	4265
415	2011/12	ILI	5-14	Bundesweit	2012-W04	3122
408	2011/12	ILI	15-34	Bundesweit	2012-W04	766
1137	2011/12	ILI	35-59	Bundesweit	2012-W04	1456
283	2011/12	ILI	60+	Bundesweit	2012-W04	404
521	2011/12	ILI	00+	Sueden	2012-W04	1510
851	2011/12	ILI	00+	Mitte (West)	2012-W04	1038
365	2011/12	ILI	00+	Norden (West)	2012-W04	1964
656	2011/12	ILI	00+	Osten	2012-W04	1032
1828	2011/12	ILI	15+	Bundesweit	2012-W04	953
2393	2011/12	ILI	00+	Bundesweit	2012-W04	1281
565	2011/12	ILI	0-14	Bundesweit	2012-W04	3475
154	2011/12	ARE	0-4	Bundesweit	2012-W05	17831
425	2011/12	ARE	5-14	Bundesweit	2012-W05	12707
426	2011/12	ARE	15-34	Bundesweit	2012-W05	11358
1172	2011/12	ARE	35-59	Bundesweit	2012-W05	7530
281	2011/12	ARE	60+	Bundesweit	2012-W05	5324
558	2011/12	ARE	00+	Sueden	2012-W05	7975
867	2011/12	ARE	00+	Mitte (West)	2012-W05	9854
376	2011/12	ARE	00+	Norden (West)	2012-W05	8734
657	2011/12	ARE	00+	Osten	2012-W05	7868
1879	2011/12	ARE	15+	Bundesweit	2012-W05	7902
2458	2011/12	ARE	00+	Bundesweit	2012-W05	8729
579	2011/12	ARE	0-14	Bundesweit	2012-W05	14255
154	2011/12	ILI	0-4	Bundesweit	2012-W05	7507
425	2011/12	ILI	5-14	Bundesweit	2012-W05	2625
426	2011/12	ILI	15-34	Bundesweit	2012-W05	1047
1172	2011/12	ILI	35-59	Bundesweit	2012-W05	1434
281	2011/12	ILI	60+	Bundesweit	2012-W05	712
558	2011/12	ILI	00+	Sueden	2012-W05	1399
867	2011/12	ILI	00+	Mitte (West)	2012-W05	1363
376	2011/12	ILI	00+	Norden (West)	2012-W05	2134
657	2011/12	ILI	00+	Osten	2012-W05	1410
1879	2011/12	ILI	15+	Bundesweit	2012-W05	1112
2458	2011/12	ILI	00+	Bundesweit	2012-W05	1501
579	2011/12	ILI	0-14	Bundesweit	2012-W05	4100
156	2011/12	ARE	0-4	Bundesweit	2012-W06	20464
423	2011/12	ARE	5-14	Bundesweit	2012-W06	12598
427	2011/12	ARE	15-34	Bundesweit	2012-W06	8391
1186	2011/12	ARE	35-59	Bundesweit	2012-W06	7584
293	2011/12	ARE	60+	Bundesweit	2012-W06	4601
560	2011/12	ARE	00+	Sueden	2012-W06	6223
876	2011/12	ARE	00+	Mitte (West)	2012-W06	7953
381	2011/12	ARE	00+	Norden (West)	2012-W06	7983
668	2011/12	ARE	00+	Osten	2012-W06	9431
1906	2011/12	ARE	15+	Bundesweit	2012-W06	6903
2485	2011/12	ARE	00+	Bundesweit	2012-W06	7954
579	2011/12	ARE	0-14	Bundesweit	2012-W06	15002
156	2011/12	ILI	0-4	Bundesweit	2012-W06	11979
423	2011/12	ILI	5-14	Bundesweit	2012-W06	4574
427	2011/12	ILI	15-34	Bundesweit	2012-W06	1651
1186	2011/12	ILI	35-59	Bundesweit	2012-W06	1514
293	2011/12	ILI	60+	Bundesweit	2012-W06	367
560	2011/12	ILI	00+	Sueden	2012-W06	1219
876	2011/12	ILI	00+	Mitte (West)	2012-W06	2041
381	2011/12	ILI	00+	Norden (West)	2012-W06	2399
668	2011/12	ILI	00+	Osten	2012-W06	2149
1906	2011/12	ILI	15+	Bundesweit	2012-W06	1206
2485	2011/12	ILI	00+	Bundesweit	2012-W06	1937
579	2011/12	ILI	0-14	Bundesweit	2012-W06	6837
164	2011/12	ARE	0-4	Bundesweit	2012-W07	15504
427	2011/12	ARE	5-14	Bundesweit	2012-W07	11354
429	2011/12	ARE	15-34	Bundesweit	2012-W07	8054
1200	2011/12	ARE	35-59	Bundesweit	2012-W07	5971
299	2011/12	ARE	60+	Bundesweit	2012-W07	6682
574	2011/12	ARE	00+	Sueden	2012-W07	7405
902	2011/12	ARE	00+	Mitte (West)	2012-W07	8426
381	2011/12	ARE	00+	Norden (West)	2012-W07	6530
662	2011/12	ARE	00+	Osten	2012-W07	6937
1928	2011/12	ARE	15+	Bundesweit	2012-W07	6748
2519	2011/12	ARE	00+	Bundesweit	2012-W07	7517
591	2011/12	ARE	0-14	Bundesweit	2012-W07	12644
164	2011/12	ILI	0-4	Bundesweit	2012-W07	8105
427	2011/12	ILI	5-14	Bundesweit	2012-W07	4465
429	2011/12	ILI	15-34	Bundesweit	2012-W07	1172
1200	2011/12	ILI	35-59	Bundesweit	2012-W07	1352
299	2011/12	ILI	60+	Bundesweit	2012-W07	239
574	2011/12	ILI	00+	Sueden	2012-W07	1256
902	2011/12	ILI	00+	Mitte (West)	2012-W07	1288
381	2011/12	ILI	00+	Norden (West)	2012-W07	1935
662	2011/12	ILI	00+	Osten	2012-W07	2003
1928	2011/12	ILI	15+	Bundesweit	2012-W07	960
2519	2011/12	ILI	00+	Bundesweit	2012-W07	1565
591	2011/12	ILI	0-14	Bundesweit	2012-W07	5596
167	2011/12	ARE	0-4	Bundesweit	2012-W08	15689
434	2011/12	ARE	5-14	Bundesweit	2012-W08	9595
429	2011/12	ARE	15-34	Bundesweit	2012-W08	7326
1195	2011/12	ARE	35-59	Bundesweit	2012-W08	7655
308	2011/12	ARE	60+	Bundesweit	2012-W08	5651
575	2011/12	ARE	00+	Sueden	2012-W08	10216
916	2011/12	ARE	00+	Mitte (West)	2012-W08	7534
386	2011/12	ARE	00+	Norden (West)	2012-W08	3248
